"DESCRİPTİON","DURATİON İN MS","NAME","PARENT SUİTE","START TİME","STATUS","STOP TİME","SUB SUİTE","SUİTE","TEST CLASS","TEST METHOD"
"","44077","test_insider_qa_flow","tests","Wed Feb 11 10:35:21 GMT+03:00 2026","passed","Wed Feb 11 10:36:05 GMT+03:00 2026","","test_insider_qa","",""
